,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
904,904,V Experimental Software Engineering Latin American Workshop,2008.0,-,conferencia,latin,international conference on software engineering workshops,software engineering track,ieee/acm international workshop on big data software engineering,latin american test workshop,62,85,73,90,,B2,,B2
905,905,VII Workshop de Teses e Dissertações em Qualidade de Software,2009.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,international workshop on search-based software testing,workshop de software livre,65,70,60,87,,,,B4
906,906,"VI Congresso de Pesquisa, Ensino e Extensão - VI CONPEEX",2009.0,-,conferencia,-,congresso brasileiro de pesquisadores em cibercultura,world congress on biosensors,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso da associacao nacional de pesquisa e pos-graduacao em musica,53,57,54,63,,,,
907,907,IX Simpósio Brasileiro de Qualidade de Software,2010.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,97,100,97,100,B1,B1,B1,B1
908,908,VI Workshop Olhar Sociotécnico sobre a Engenharia de Software (paralelo ao Simpósio Brasileiro de Qualidade de Software),2010.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,54,100,54,100,,B1,,B1
909,909,Workshop Anual do MPS,2010.0,-,conferencia,-,workshop on exascale mpi,workshop on core computations on spatial information,workshop on exascale mpi,workshop de computacao aplicada a gestao do meio ambiente e recursos naturais,67,71,67,69,,,,
910,910,X Simpósio Brasileiro de Qualidade de Software,2011.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,98,100,98,100,B1,B1,B1,B1
911,911,XI Simpósio Brasileiro de Sistemas de Informação,2015.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,97,100,97,100,A4,A4,A4,A4
912,912,2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering Education and Training Track (ICSESEET),2017.0,-,conferencia,-,international conference on software engineering research and practice,international conference on software engineering,international conference on software engineering and knowledge engineering,conference on software engineering education and training,65,100,66,100,,A1,,A4
913,913,the XXXIII Brazilian Symposium,2019.0,-,conferencia,-,ieee pacific visualization symposium,ieee haptics symposium,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,61,64,64,87,,,,A4
914,914,SBQS&apos;20: 19th Brazilian Symposium on Software Quality,,-,conferencia,sbqs,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,65,80,64,84,,A3,,A3
915,915,International Conference on Cooperative and Human Aspects of Software Engineering,2021.0,-,conferencia,-,international workshop on cooperative and human aspects of software engineering,international workshop on cooperative and human aspects of software engineering,international workshop on cooperative and human aspects of software engineering,international conference on software engineering,91,90,88,100,A4,A4,A4,A1
916,916,SBES &apos;21: Brazilian Symposium on Software Engineering,2021.0,-,conferencia,sbes,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,85,100,87,100,A3,A3,A3,A3
917,917,Workshop de Gerência de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,65,100,65,100,,B1,,B1
918,918,I Workshop sobre Algoritmos de Mineração de Dados,2005.0,-,conferencia,-,simposio brasileiro de banco de dados,workshop sobre ensino de ihc,international workshop on combinatorial algorithms,workshop sobre ensino de ihc,63,71,63,76,,,,
919,919,VI Workshop de Teses e Dissertações - XX Simpósio Brasileiro de Computação Gráfica (SIBGRAPI),2007.0,-,conferencia,sibgrapi,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de computacao musical,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de computacao musical,57,90,64,89,,B1,,B1
920,920,IV Brazilian Symposium on Mathematical and Computational Biology (BIOMAT),2004.0,-,conferencia,iv,international symposium on mathematical morphology,brazilian symposium on geoinformatics,international conference on computational systems-biology and bioinformatics,symposium on computational geometry,63,78,64,85,,,,A3
921,921,X Congresso da Sociedade Brasileira de Informática em Saúde,2006.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,83,82,83,86,B4,B4,B4,B4
922,922,XIII Evento de Iniciação Científica da UFPR (EVINCI),2005.0,-,conferencia,-,international conference on scientific computing,seminario de computacao e mercado,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,48,52,51,51,,,,
923,923,2014 International Joint Conference on Neural Networks (IJCNN),,-,conferencia,networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,86,93,89,95,A2,A2,A2,A2
924,924,Brazilian Conference on Intelligent Systems (BRACIS),2019.0,-,conferencia,bracis,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,sai intelligent systems conference,89,100,91,94,A4,A4,A4,B1
925,925,Workshop sobre Educação em Computação,2020.0,-,conferencia,-,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,100,100,100,100,A4,A4,A4,A4
926,926,"2013 IEEE International Conference on Systems, Man and Cybernetics (SMC 2013)",,-,conferencia,smc,"ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics",88,100,90,100,A3,A3,A3,A3
927,927,V Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2000.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,55,74,56,85,,,,B4
928,928,6º Simpósio de Iniciação Científica da USP,1998.0,-,conferencia,-,simposio de instrumentacao e imagens medicas,simposio de mecanica computacional,simposio brasileiro de sistemas de informacao,simposio latinoamericano de ingenieria de software,60,65,60,63,,,,
929,929,VI Seminário de Iniciação Científica da Universidade Federal de Ouro Preto,1998.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,seminario de computacao e mercado,49,67,50,53,,,,
930,930,3º Congresso de Iniciação Científica - ASSER,1998.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso brasileiro de informatica em saude,congresso brasileiro de agroinformatica,55,61,58,62,,,,
931,931,VI Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2001.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,55,74,56,85,,,,B4
932,932,XII Simpósio Brasileiro de Informática na Educação,2001.0,-,conferencia,-,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,96,100,96,100,A3,A3,A3,A3
