,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
1736,0213-1315,revista internacional de metodos numericos para calculo y diseno en ingenieria,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700175734,21,B3,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1737,2236-0093,revista junior de iniciacao cientifica em ciencias exatas e engenharia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1738,2236-0093,revista junior de iniciacao cientifica em ciencias exatas e engenharia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1739,2176-901X,revista kairos (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1740,1518-8345,revista latino-americana de enfermagem (usp - ribeirao preto),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1741,1695-288X,revista latinoamericana de tecnologia educativa,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1742,1937-8823,revista latinoamericana y del caribe de la asociacio'n de sistemas de informacio'n,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1743,1983-2192,revista levs (marilia),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1744,2358-2006,revista mapa d2,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1745,0103-4162,revista medica (passo fundo),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1746,2316-4522,revista militar de ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1747,2525-4782,"revista mundi engenharia, tecnologia e gestao",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1748,1809-3264,revista querubim,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1749,2236-739X,revista retec,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1750,1809-0761,revista saude.com,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1751,1678-1252,revista setrem,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1752,2525-9555,revista sistemas e midias digitais,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1753,1809-3957,revista sodebras,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1754,1809-3957,revista sodebras,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1755,2176-7181,revista tcmrj,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1756,1809-0044,revista tecnologia e sociedade,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1757,1984-4751,revista tecnologias na educacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1758,1517-8048,revista tecnologica (uem),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1759,2358-1425,revista tempos e espacos em educacao (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1760,2236-5435,revista terapia manual,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1761,2314-274X,revista tram[p]as de la comunicacion y la cultura,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1762,2316-9036,revista usp,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1763,1764-1667,revue des nouvelles technologies de l'information,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1764,1983-6635,rgo. revista gestao organizacional (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1765,1980-7031,ric@. revista interdisciplinar cientifica aplicada,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1766,0272-4332,risk analysis,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26372,89,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1767,1646-9895,risti - revista iberica de sistemas e tecnologias de informacao,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100197714,10,B4,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1768,1547-6286,rna biology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130023,84,A2,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1769,0263-5747,robotica (cambridge. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18078,91,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1770,0921-8890,robotics and autonomous systems (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18079,98,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1771,0736-5845,robotics and computer-integrated manufacturing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18080,99,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1772,2054-5703,royal society open science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100446014,91,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1773,2046-2069,rsc advances: an international journal to further the chemical sciences,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100199840,82,A2,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1774,1980-5160,s & g. sistemas & gestao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1775,0925-7535,safety science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12332,96,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1776,2158-2440,sage open,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100255401,94,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1777,1062-936X,sar and qsar in environmental research (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25305,51,A4,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1778,2176-9206,saude e pesquisa,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1779,0103-1104,saude em debate,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1780,2175-9235,sbc horizontes,-1,nulo,nulo,C,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1781,2236-3297,sbc journal on 3d interactive systems,-1,nulo,nulo,B2,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1782,1895-1767,scalable computing. practice and experience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100208072,40,B1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1783,0167-6423,science of computer programming (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28416,46,B1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1784,0048-9697,science of the total environment,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25349,96,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1785,0304-4238,scientia horticulturae,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26751,93,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1786,1808-2793,scientia plena,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1787,2164-2826,scientific journal of education technology,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1788,2045-2322,scientific reports,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100200805,93,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1789,2045-2322,scientific reports,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100200805,93,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1790,1588-2861,scientometrics (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24222,95,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1791,0138-9130,scientometrics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24222,95,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1792,1939-0114,security and communication networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18000156707,69,A3,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1793,1570-0844,semantic web journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100269620,94,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1794,1679-0375,semina. ciencias exatas e tecnologicas (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1795,1424-8220,sensors (basel),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130124,90,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1796,1726-5479,sensors & transducers,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700187707,nulo,nulo,nulo,23/01/2022 03:06:52,sem valor de percentil
1797,0924-4247,"sensors and actuators. a, physical",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13660,89,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1798,0925-4005,"sensors and actuators. b, chemical",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25236,98,A1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1799,1517-2112,sepa. seminario estudantil de producao academica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1800,1414-5138,serie-estudos (ucdb),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1801,1863-2386,service oriented computing and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=6100153019,75,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1802,1877-0533,set-valued and variational analysis: theory and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18400156705,87,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1803,1536-0040,siam journal on applied dynamical systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26403,91,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1804,0036-1399,siam journal on applied mathematics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26404,70,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1805,0363-0129,siam journal on control and optimization (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26405,82,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1806,0895-4801,siam journal on discrete mathematics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26406,70,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1807,1095-7189,siam journal on optimization,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26422,80,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1808,1052-6234,siam journal on optimization (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26422,80,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1809,0036-1445,siam review (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26430,99,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1810,0037-4466,siberian mathematical journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26870,62,A4,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1811,1551-3688,sigbed review,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100900336,50,A4,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1812,1931-0145,sigkdd explorations,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1813,0163-5808,sigmod record,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13622,43,B1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1814,0165-1684,signal processing (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25548,91,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1815,0923-5965,signal processing. image communication,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13803,82,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1816,1863-1703,"signal, image and video processing",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165,65,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1817,1863-1711,"signal, image and video processing",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165,65,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1818,1863-1703,"signal, image and video processing (print)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=6200180165,65,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1819,2032-9806,signata: annales des semiotiques,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101039841,3,B4,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1820,1946-7729,sigspatial special,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1821,0037-5497,"simulation (san diego, calif.)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14452,57,A4,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1822,1569-190X,simulation modelling practice and theory,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12189,89,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1823,2177-451X,sinergia (ifsp. online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1824,1983-5604,sistemas de informacao (macae),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1825,1749-5024,social cognitive and affective neuroscience (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=7000153204,92,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1826,1869-5450,social network analysis and mining,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700177337,90,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1827,1869-5469,social network analysis and mining,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700177337,90,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1828,2169-3285,social networking,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1829,0378-8733,social networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25987,98,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1830,0277-9536,social science & medicine (1982),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18983,96,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1831,1433-7479,soft computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28554,97,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1832,1432-7643,soft computing (berlin. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28554,97,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1833,1432-7643,soft computing (heidelberg),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28554,97,A1,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1834,1619-1366,software and systems modeling,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=144641,84,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1835,1619-1366,software and systems modeling,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=144641,84,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1836,0163-5948,software engineering notes,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1837,0963-9314,software quality journal,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20013,77,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1838,1573-1367,software quality journal (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20013,77,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1839,1522-0540,software quality professional,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:07:12,Other error occurred: 'entry' - Status_code: 200
1840,0960-0833,"software testing, verification & reliability",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20432,73,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1841,1099-1689,"software testing, verification and reliability",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20432,73,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1842,0038-0644,"software, practice & experience (print)",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20007,67,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1843,1097-024X,software: practice and experience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20007,67,A3,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1844,1387-5868,spatial cognition and computation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5800208235,84,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
1845,2211-6753,spatial statistics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100206605,80,A2,23/01/2022 03:07:12,23/01/2022 03:07:12,atualizado com sucesso
