,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
1223,sacrypt,workshop on selected areas in cryptography,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8C-rTF6UiesJ.2018,Relevante,22,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,22,-,A2,A3,-
1224,safecomp,"international conference on computer safety, reliability, and security",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=fWfpTei59DsJ.2018,Top10,14,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,14,-,B1,B1,-
1225,saicc,science and information conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=pXPaDwr_3EEJ.2019,nulo,17,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,17,-,B3,A4,-
1226,sam,sensor array and multichannel signal processing workshop,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Sensor+Array+and+Multichannel+Signal+Processing+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,15,A4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,15,1,B3,A4,-
1227,samos,"international conference on embedded computer systems: architectures, modeling and simulation",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=6GMyv-BpYgwJ.2018,Relevante,14,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,14,-,B1,B1,-
1228,samwc,international conference on security and management,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Security+and+Management&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,11,1,B5,B2,-
1229,saner,"ieee international conference on software analysis, evolution and reengineering",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KigRzjvnEC0J.2019,Top10,30,A2,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,30,-,A2,A2,-
1230,sap,acm symposium on applied perception,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=hXdqn_fyiJEJ.2018,nulo,13,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,-,-,-,-,-
1231,sarnoff,ieee sarnoff symposium,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Qx_IOkizYxMJ.2018,Relevante,6,B3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,6,-,-,B3,-
1232,sas,ieee sensors applications symposium,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=JU8gciPxfSAJ.2018,nulo,13,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,13,-,B1,B1,-
1233,saso,international conference on self-adaptive and self-organizing systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=H_uFDaAF2IEJ.2018,nulo,17,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,17,-,B1,A4,-
1234,sast,brazilian workshop on systematic and automated software testing,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Workshop+on+Systematic+and+Automated+Software+Testing&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,5,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,5,1,B5,B4,B1
1235,sat,international conference on theory and applications of satisfiability testing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Ydp6NbVxpcEJ.2018,Top20,22,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,22,-,A2,A3,-
1236,sbac-pad,international symposium on computer architecture and high performance computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=xujU2BmpDawJ.2018,Top20,12,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,12,-,B1,B1,-
1237,sbacpadw,international symposium on computer architecture and high performance computing workshop,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Computer+Architecture+and+High+Performance+Computing+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,6,1,B4,B3,-
1238,sbai,simposio brasileiro de automacao inteligente,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Automa%C3%A7%C3%A3o+Inteligente&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,3,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,3,1,B5,B4,-
1239,sbbd,simposio brasileiro de banco de dados,3,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ixetonJUY2YJ.2018,Top10,5,A4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,5,-,B2,B4,A4
1240,sbcars,"brazilian symposium on components, architectures and reuse software",3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Symposium+on+Components%2C+Architectures+and+Reuse+Software&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,8,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,8,1,B3,B3,B1
1241,sbcas,simposio brasileiro de computacao aplicada a saude,4,Induzidos manualmente,Top20,nulo,B3,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,-,-,-,-,-
1242,sbcci,symposium on integrated circuits and systems design,3,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ce7ecw4OEFoJ.2018,Top20,9,A4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,7,-,B2,B3,A4
1243,sbcm,simposio brasileiro de computacao musical,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Computa%C3%A7%C3%A3o+Musical&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,2,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,2,1,B3,B4,B1
1244,sbcup,simposio brasileiro de computacao ubiqua e pervasiva,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Computa%C3%A7%C3%A3o+Ub%C3%ADqua+e+Pervasiva&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,B4,B4,-
1245,sbes,brazilian symposium on software engineering,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=rXEm9Hzg5P8J.2019,Top10,12,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,16,-,B2,A4,-
1246,sbesc,brazilian symposium on computing system engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EA9qTFRFeoUJ.2018,Top10,6,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,6,-,B2,B3,-
1247,sbgames,simposio brasileiro de jogos e entretenimento digital,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Jogos+e+Entretenimento+Digital&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,6,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,6,1,B2,B4,B1
1248,sbiagro,congresso brasileiro de agroinformatica,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Congresso+Brasileiro+de+Agroinform%C3%A1tica&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,2,1,B5,B4,-
1249,sbie,simposio brasileiro de informatica na educacao,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=qMlBqP1FA1wJ.2018,Top10,13,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,13,-,B1,B1,-
1250,sblp,brazilian symposium on programming languages,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Symposium+on+Programming+Languages&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,A4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,6,1,B3,B4,A4
1251,sbmf,brazilian symposium on formal methods,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Brazilian+Symposium+on+Formal+Methods&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,7,A4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,7,1,B3,B3,A4
1252,sbmicro,symposium on microelectronics technology and devices,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Symposium+on+Microelectronics+Technology+and+Devices&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,8,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,8,1,B4,B3,-
1253,sbpo,simposio brasileiro de pesquisa operacional,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Pesquisa+Operacional&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,4,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,B4,B4,-
1254,sbqs,simposio brasileiro de qualidade de software,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Qualidade+de+Software&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,4,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,4,1,B3,B4,B1
1255,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Redes+de+Computadores+e+Sistemas+Distribu%C3%ADdos&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,7,A4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,7,1,B2,B3,A4
1256,sbrt,simposio brasileiro de telecomunicacoes e processamento de sinais,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Telecomunica%C3%A7%C3%B5es+e+Processamento+de+Sinais&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,3,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,3,1,-,B4,-
1257,sbsc,simposio brasileiro de sistemas colaborativos,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Sistemas+Colaborativos&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,3,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,3,1,B3,B4,B1
1258,sbse,simposio brasileiro de sistemas eletricos,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Sistemas+El%C3%A9tricos&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,3,1,-,B4,-
1259,sbseg,simposio brasileiro em seguranca da informacao e de sistemas computacionais,3,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+em+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o+e+de+Sistemas+Computacionais&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,5,B1,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,5,1,B3,B4,B1
1260,sbsi,simposio brasileiro de sistemas de informacao,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=2ENJOr-ESPQJ.2019,Top10,9,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,8,1,B2,B3,-
1261,sbsr,simposio brasileiro de sensoriamento remoto,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Sensoriamento+Remoto&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,6,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,6,1,-,B3,-
1262,sbst,international workshop on search-based software testing,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=oiGJy2QuANsJ.2018,nulo,16,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,16,-,B4,A4,-
1263,sbti,simposio brasileiro de tecnologia da informacao,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Simp%C3%B3sio+Brasileiro+de+Tecnologia+da+Informa%C3%A7%C3%A3o&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,4,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,-,B4,-
1264,sc,"international conference for high performance computing, networking, storage and analysis",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=s_dKfSWgBmwJ.2018,Top10,42,A1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,42,-,A1,A1,-
1265,sca,acm siggraph/eurographics symposium on computer animation,2,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_computergraphics&view_op=list_hcore&venue=sZKrImaY-W4J.2018,Top10,23,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,23,-,-,A3,-
1266,scam,ieee international working conference on source code analysis and manipulation,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=m0WHmETFb4sJ.2018,Relevante,13,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,13,-,B1,B1,-
1267,sccc,international conference of the chilean computer science society,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=lSVccpQBAssJ.2019,nulo,8,B3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,8,-,B3,B3,-
1268,scctsa,"international workshop on smart city clouds: technologies, systems and applications",4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:46:07,categorias 3 e 4 não são atualizadas,-,-,B4,-,-
1269,scivis,ieee scientific visualization,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Scientific+Visualization&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,6,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,6,1,-,B3,-
1270,scsc,summer computer simulation conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=8BA2j03wIsMJ.2018,nulo,8,B3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,8,-,B5,B3,-
1271,scsm,international conference on social computing and social media,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Social+Computing+and+Social+Media&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,11,1,B2,B2,-
1272,sdh,international symposium on spatial data handling,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Spatial+Data+Handling&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,2,1,B5,B4,-
1273,sdiev,ieee symposium on differential evolution,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Symposium+on+Differential+Evolution&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,8,1,B4,B3,-
1274,sdm,siam international conference on data mining,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=eM05sD1nEv4J.2018,Top20,33,A2,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,33,-,A1,A2,-
1275,sdpc,"international conference on sensing, diagnostics, prognostics, and control",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Sensing%2C+Diagnostics%2C+Prognostics%2C+and+Control&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,-,B4,-
1276,se4science,international workshop on software engineering for science,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Software+Engineering+for+Science&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,8,1,-,B3,-
1277,sea,international symposium on experimental algorithms,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=5mM2zjnIDtwJ.2018,Top20,19,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,19,-,A2,A4,-
1278,seams,international symposium on software engineering for adaptive and self-managing systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-CeAPmbJYRoJ.2018,nulo,24,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,24,-,A2,A3,-
1279,searis,workshop on software engineering and architectures for realtime interactive systems,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Software+Engineering+and+Architectures+for+Realtime+Interactive+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,6,1,B4,B3,-
