,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
3123,92,Conferência Latino-Americana de Informática,20060.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
3124,93,Conferência Latino Americana de Informática,20070.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
3125,94,Conferência Latino-Americana de Informática,20110.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
3126,95,Conferência Latino-Americana de Informática,20140.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
3127,96,Brazilian Conference on Intelligent Systems,20130.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99.0,100.0,99.0,99.0,A4,A4,A4,A4,all,brazilian conference on intelligent system,A4
3128,97,International Conference on Information Technology: New Generations,20170.0,-,conferencia,-,international conference on information technology : new generations,international conference on information technology : new generations,international conference on information technology : new generations,international conference on information technology : new generations,99.0,99.0,100.0,100.0,A4,A4,A4,A4,all,international conference on information technology : new generations,A4
3129,98,V Simpósio Brasileiro de Sistemas de Informação,20090.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,98.0,100.0,98.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de sistemas de informacao,A4
3130,99,"IV Latin-American Algorithms, Graphs and Optimization Symposium",20070.0,-,conferencia,iv,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",98.0,100.0,98.0,100.0,B3,B3,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
3131,100,V Congresso Brasileiro de Agroinformática,20050.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,98.0,100.0,98.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de agroinformatica,B4
3132,101,X Congresso Brasileiro de Informática em Saúde,20060.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,98.0,100.0,98.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de informatica em saude,B4
3133,102,ACM-SIAM Symposuim on Discrete Algorithms,20050.0,-,conferencia,-,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,98.0,98.0,98.0,98.0,A1,A1,A1,A1,all,acm-siam symposium on discrete algorithms,A1
3134,103,X Simpósio Brasileiro de Qualidade de Software,20110.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,98.0,100.0,98.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3135,104,7th Brazilian Symposium in Information and Human Language Technology,20090.0,-,conferencia,-,brazilian symposium in information and human language technology,brazilian symposium in information and human language technology,brazilian symposium in information and human language technology,brazilian symposium in information and human language technology,97.0,100.0,97.0,100.0,B1,B1,B1,B1,all,brazilian symposium in information and human language technology,B1
3136,105,IV Simpósio Brasileiro de Informática na Educação,19930.0,-,conferencia,iv,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,97.0,100.0,97.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
3137,106,18th International Conference on High Performance Computing and Communications,20160.0,-,conferencia,-,international conference on high performance computing and communications,international conference on high performance computing and communications,international conference on high performance computing and communications,international conference on high performance computing and communications,97.0,100.0,97.0,100.0,A3,A3,A3,A3,all,international conference on high performance computing and communications,A3
3138,107,30th International Symposium on Computer Architecture and High Performance Computing,20180.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,97.0,100.0,97.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
3139,108,XI Simpósio Brasileiro de Qualidade de Software,20120.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,97.0,100.0,97.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3140,109,12th International Conference on Predictive Models and Data Analytics in Software Engineering,20160.0,-,conferencia,models,international conference on predictive models and data analytics in software engineering,international conference on predictive models and data analytics in software engineering,international conference on predictive models and data analytics in software engineering,international conference on software engineering,97.0,100.0,97.0,100.0,B2,B2,B2,A1,ratio partial sort,international conference on predictive models and data analytics in software engineering,B2
3141,110,2021 International Conference on Computational Science and Its Applications,20210.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,97.0,100.0,97.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
3142,111,Wokshop de Tecnologia Adaptatia,20090.0,-,conferencia,-,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,97.0,97.0,97.0,97.0,B4,B4,B4,B4,all,workshop de tecnologia adaptativa,B4
3143,112,17th IEEE International Conference on Application-specific Systems Architectures and Processors,20060.0,-,conferencia,-,"ieee international conference on application-specific systems, architectures and processors","ieee international conference on application-specific systems, architectures and processors","ieee international conference on application-specific systems, architectures and processors","ieee international conference on application-specific systems, architectures and processors",97.0,99.0,97.0,100.0,A4,A4,A4,A4,all,"ieee international conference on application-specific systems, architectures and processors",A4
3144,113,28th International Symposium on Computer Architecture and High Performance Computing,20160.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,97.0,100.0,97.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
3145,114,International Conference on Bioinformatics and Computational Biology,20030.0,-,conferencia,-,international conference on bioinformatics & computational biology,acm international conference on bioinformatics and computational biology and health informatics,international conference on bioinformatics & computational biology,acm international conference on bioinformatics and computational biology and health informatics,97.0,100.0,97.0,100.0,B3,A4,B3,A4,ratio sort,international conference on bioinformatics & computational biology,B3
3146,115,XI Congresso Brasileiro de Informática em Saúde,20080.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,97.0,100.0,97.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de informatica em saude,B4
