,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC,LINK INFOGRÁFICO
1488,WCBIE,Workshops do Congresso Brasileiro de Informática na Educação,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ccwvkai9PWgJ.2019,nulo,11,B2,15/08/2021 03:50:32,15/08/2021 03:50:32,atualizado com sucesso,10.0,,,B2,,
1489,WCCE,IFIP World Conference on Computers in Education,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IFIP+World+Conference+on+Computers+in+Education&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,3,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,3.0,1.0,,B4,,
1490,WCCI,IEEE World Congress on Computational Intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+World+Congress+on+Computational+Intelligence&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,3.0,1.0,B3,B4,,
1491,WCCM,World Congress in Computational Mechanics,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=World+Congress+in+Computational+Mechanics&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,4.0,1.0,,B4,,
1492,WCGA,WORKSHOP DE COMPUTAÇÃO EM CLOUDS E APLICAÇÕES,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=WORKSHOP+DE+COMPUTA%C3%87%C3%83O+EM+CLOUDS+E+APLICA%C3%87%C3%95ES&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,1.0,2.0,,B4,,
1493,WCGE,Workshop de Computação Aplicada ao Governo Eletrônico,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:50:32,categorias 3 e 4 não são atualizadas,,,B5,,,
1494,WCISC,Workshop on Computational Intelligence and Smart Cities,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Computational+Intelligence+and+Smart+Cities&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,1.0,2.0,,B4,,
1495,WCN,WORKSHOP ON CLOUD NETWORKS,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=WORKSHOP+ON+CLOUD+NETWORKS&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,3.0,1.0,,B4,,
1496,WCNC,IEEE Wireless Communications and Networking Conference,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Wireless+Communications+and+Networking+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,23,A3,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,23.0,1.0,B1,A3,,
1497,WCNCW,IEEE Wireless Communications and Networking Conference Workshops,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=fw0ZUVavHdsJ.2018,Relevante,18,A4,15/08/2021 03:50:32,15/08/2021 03:50:32,atualizado com sucesso,18.0,,,A4,,
1498,WCRE,Working Conference on Reverse Engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Working+Conference+on+Reverse+Engineering&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,20,A3,link sem info h5,15/08/2021 03:50:32,não encontrou a tag span: list index out of range,20.0,1.0,A2,A3,,
1499,WCX,SAE World Congress Experience,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=SAE+World+Congress+Experience&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
1500,WD,Wireless Days Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=AFnewPQslXYJ.2018,Relevante,15,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,15.0,,B1,A4,,
1501,WDES,Workshop de Desenvolvimento Distribuído de Software,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Desenvolvimento+Distribu%C3%ADdo+de+Software&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,3,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,3.0,1.0,B5,B4,,
1502,WEB3D,International Conference on 3D Web Technology,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=xe8o8pgRcJQJ.2018,Top20,14,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,14.0,,B1,B1,,
1503,Web4All,International Web for All Conference,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=TXeN4Nn46qQJ.2019,Relevante,17,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,17.0,,,A4,,
1504,WEBDB,International Workshop on the Web and Databases,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+the+Web+and+Databases&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,6,B3,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,6.0,1.0,,B3,,
1505,WEBIST,International Conference on Web Information Systems and Technologies,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0oQi0-PzQ8sJ.2018,Top20,13,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,13.0,,B2,B1,,
1506,WEBMEDIA,Brazilian Symposium on Multimedia and the Web,3,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EL-07Zfxn_kJ.2018,Top10,8,A4,não se aplica,15/08/2021 03:52:06,categorias 3 e 4 não são atualizadas,8.0,,B2,B3,A4,
1507,WEBSCI,ACM Web Science Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=bjjY0KRB7JIJ.2018,Relevante,26,A2,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,26.0,,A2,A2,,
1508,WEI,Workshop sobre Educação em Computação,3,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+sobre+Educa%C3%A7%C3%A3o+em+Computa%C3%A7%C3%A3o&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,9,A4,não se aplica,15/08/2021 03:52:06,categorias 3 e 4 não são atualizadas,9.0,1.0,B3,B3,A4,
1509,WEIHC,Workshop sobre Ensino de IHC,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+sobre+Ensino+de+IHC&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,1.0,B5,B4,,
1510,WEIT,Workshop-Escola de Informática Teórica,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop-Escola+de+Inform%C3%A1tica+Te%C3%B3rica&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,1.0,,B4,,
1511,WER,Workshop on Requirements Engineering,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Requirements+Engineering&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,15,A4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,15.0,1.0,B4,A4,,
1512,WESAAC,"Workshop-Escola de Sistemas Agentes, seus Ambientes e apliCações",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=%22Workshop+Escola%22+de+Sistemas+Agentes%2C+seus+Ambientes+e+aplica%C3%A7%C3%B5es&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
1513,WESB,Workshop de Engenharia de Software Baseada em Busca,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Engenharia+de+Software+Baseada+em+Busca&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,2.0,1.0,B5,B4,,
1514,WETICE,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=kYDZP1q0-MAJ.2018,Top20,12,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,12.0,,B1,B1,,
1515,WETSOM,International Workshop on Emerging Trends in Software Metrics,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Emerging+Trends+in+Software+Metrics&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,9.0,1.0,B4,B2,,
1516,WF-IoT,IEEE World Forum on Internet of Things,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=gSjQo1cwB88J.2018,Relevante,27,A2,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,27.0,,B3,A2,,
1517,WFCS,IEEE World Conference on Factory Communication Systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=UpYWQKAQb9IJ.2018,nulo,12,B1,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,12.0,,B1,B1,,
1518,WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=bEdEBGLFMMoJ.2018,Top10,13,A3,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,13.0,,B1,B1,,
1519,WGID,Workshop de Gestão de Identidades Digitais,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Gest%C3%A3o+de+Identidades+Digitais&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,2.0,,B4,,
1520,WGRS,Workshop de Gerência e Operação de Redes e Serviços,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Gere%CC%82ncia+e+Operac%CC%A7a%CC%83o+de+Redes+e+Servic%CC%A7os&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,2.0,1.0,,B4,,
1521,WHC,IEEE World Haptics Conference,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+World+Haptics+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,25,A2,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,25.0,1.0,,A2,,
1522,WHISPERS,Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=b0D8OCdsIgcJ.2018,Relevante,13,B1,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,13.0,,,B1,,
1523,WI-IAT,AT - IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=pvxFaesPsG0J.2018,nulo,18,A4,14/05/2020,15/08/2021 03:52:06,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=pvxFaesPsG0J.2018 is already defined as a collector,18.0,,B1,A4,,
1524,WIE,Workshop de Informática na Escola,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=bJ4MD-xXZLcJ.2019,Top10,10,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,10.0,,B3,B2,,
1525,WIFS,IEEE Workshop on Information Forensics and Security,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=mvVvdS_cvHIJ.2018,Relevante,17,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,17.0,,B1,A4,,
1526,WIM,Workshop de Informática Médica,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Inform%C3%A1tica+M%C3%A9dica&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,4.0,1.0,B4,B4,,
1527,WIMOB,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=93OvvQzt_GcJ.2018,Relevante,21,A3,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,21.0,,A2,A3,,
1528,WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=wMDBJK-Wc7wJ.2018,Relevante,20,A3,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,20.0,,,A3,,
1529,WISA,International Conferen ce on Information Security Applications,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fbW4-D3QQtkJ.2019,nulo,11,B2,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,,,,,,
1530,WISE,International Conference on Web Information Systems Engineering,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=K9DmX5xQU-YJ.2018,Top20,16,A3,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,16.0,,B1,A4,,
1531,WiSec,ACM Conference on Security & Privacy in Wireless and Mobile Networks,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+Conference+on+Security+%26+Privacy+in+Wireless+and+Mobile+Networks&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,22,A3,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,22.0,1.0,B2,A3,,
1532,WISM,Workshop on Web Information Systems Modeling,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:52:06,categorias 3 e 4 não são atualizadas,,,B5,,,
1533,WIT-CSBC,WOMEN IN INFORMATION TECHNOLOGY,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=WOMEN+IN+INFORMATION+TECHNOLOGY&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,3.0,1.0,,B4,,
1534,WMNC,Joint IFIP Wireless and Mobile Networking Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=GP6qZ_5mtGoJ.2018,Relevante,17,A4,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,17.0,,B1,A4,,
1535,WMOD,Workshop on Software Modularity,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Symposium+on+Mass+Storage+Systems+and+Technologies&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,3.0,1.0,B5,B4,,
1536,WNAA,Workshop de Nanotecnologia Aplicada ao Agronegócio,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Nanotecnologia+Aplicada+ao+Agroneg%C3%B3cio+&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,1.0,,B4,,
1537,WNUT,Workshop on Noisy User-generated Text,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Noisy+User-generated+Text&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,13.0,1.0,B4,B1,,
1538,WOCC,Wireless and Optical Communications Conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EE1yg1lM-5QJ.2018,Relevante,12,B1,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,12.0,,B2,B1,,
1539,WOCN,International Conference on Wireless and Optical Communications Networks,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Wireless+and+Optical+Communications+Networks&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,14.0,1.0,,B1,,
1540,WOLLIC,"International Workshop on Logic, Language, Information and Computation",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-_yucm7AqqAJ.2018,Relevante,11,B2,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,11.0,,B1,B2,,
1541,WONS,Wireless On-demand Network systems and Services Conference,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=search_venues&vq=Wireless+On-demand+Network+systems+and+Services+Conference&btnG=,nulo,15,A4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,15.0,,,A4,,
1542,WORKS,Workshop on Workflows in Support of Large-Scale Science,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Workflows+in+Support+of+Large-Scale+Science&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,10.0,1.0,B4,B2,,
1543,WoSiDA,WORKSHOP ON AUTONOMIC DISTRIBUTED SYSTEMS,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=WORKSHOP+ON+AUTONOMIC+DISTRIBUTED+SYSTEMS&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,2.0,,B4,,
1544,WOSP,International Workshop on Mining Scientific Publications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Mining+Scientific+Publications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,2.0,1.0,B4,B4,,
1545,WOWMOM,"International Symposium on a World of Wireless, Mobile and Multimedia Networks",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=N_9FWgf0qxMJ.2018,Relevante,26,A2,15/08/2021 03:52:06,15/08/2021 03:52:06,atualizado com sucesso,26.0,,A2,A2,,
1546,WP2P+,"Workshop de Redes P2P, Dinâmicas, Sociais e Orientadas a Conteúdo",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Redes+P2P%2C+Din%C3%A2micas%2C+Sociais+e+Orientadas+a+Conte%C3%BAdo&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,1.0,B5,B4,,
1547,WPCCG,Workshop de Pesquisa em Computação dos Campos Gerais,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Pesquisa+em+Computa%C3%A7%C3%A3o+dos+Campos+Gerais&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,1.0,1.0,,B4,,
1548,WPEIF,Workshop de Pesquisa Experimental da Internet do Futuro,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+de+Pesquisa+Experimental+da+Internet+do+Futuro&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,3.0,1.0,B5,B4,,
1549,WPerformance,Workshop em Desempenho de Sistemas Computacionais e de Comunicação,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+em+Desempenho+de+Sistemas+Computacionais+e+de+Comunica%C3%A7%C3%A3o&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:52:06,não encontrou a tag span: list index out of range,3.0,1.0,B3,B4,,
