,producoes
2908,"
CARNEIRO, A. M. ; PASQUALI, A. ; ROMERO, M. E. R. ; Martins, E. M. ; SANTOS, R. ; SILVA FILHO, J. M. ; MIYAMOTO, E. ; COSTA, L. C. M. . SIDAT - Integrated System for Automatic Diagnostic on Power Transformers. In: 10th IEEE/IAS International Conference on Industry Applications, 2012, Fortaleza. Proceedings of the 10th IEEE/IAS International Conference on Industry Applications, 2012. 
"
2909,"
SILVA, L. C. ; SILVA, R. S. ; SANTOS, R. . An Integrated Technique for Instruction Scheduling and Register Allocation Based on Subgraph Isomorphism. In: 16th BRAZILIAN SYMPOSIUM ON PROGRAMMING LANGUAGES, 2012, Natal. Proceedings of the 16th BRAZILIAN SYMPOSIUM ON PROGRAMMING LANGUAGES, 2012. 
"
2910,"
ROMERO, MILTON E. R. ; MARTINS, EVANDRO M. ; SANTOS, RICARDO R. ; GONZALEZ, MARIO E. D. . Analog to digital converter for binary and multiple-valued logic. In: 2011 IEEE Second Latin American Symposium on Circuits and Systems (LASCAS), 2011, Bogota. 2011 IEEE Second Latin American Symposium on Circuits and Systems (LASCAS). p. 1. 
"
2911,"
ROMERO, M. E. R. ; Martins, E. M. ; SANTOS, R. . Multiple Valued Logic for the Synthesis of Digital Circuits. In: 39th International Symposium on Multiple Valued Logic, 2009, Naha. Proceedings of the 39th IEEE International Symposium on Multiple Valued Logic, 2009. p. 262-267. 
"
2912,"
SANTOS, R.; MORETTO, T. . Trimaran: Uma Infraestrutura de Compilação para o Paralelismo em Nível de Instrução. In: XIII Simpósio Brasileiro de Linguagens de Programação, 2009, Gramado. Anais do XIII Simpósio Brasileiro de Linguagens de Programação, 2009. 
"
2913,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . An Instruction Scheduling Algorithm Based on Subgraph Isomorphism. In: Brazilian Symposium on Programming Languages, 2008, Fortaleza. XII Brazilian Symposium on Programming Languages, 2008. 
"
2914,"
OLIVEIRA, R. M. ; SANTOS, R. . Problemas de Roteamento com Janela de Tempo: Uma Abordagem via Geração de Colunas. In: Simpósio Brasileiro de Pesquisa Operacional, 2008, João Pessoa. Anais do XL Simpósio Brasileiro de Pesquisa Operacional, 2008. 
"
2915,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . PBIW: Uma Codificação de Instruções Alternativa para Arquiteturas de Alto Desempenho. In: IX Simpósio em Sistemas Computacionais WSCAD-SSC, 2008, Campo Grande. Anais do IX Simpósio em Sistemas Computacionais WSCAD-SSC, 2008. 
"
2916,"
PERALTA, H. L. ; ROMERO, M. E. R. ; Martins, E. M. ; SANTOS, R. R. . El Principio de Dualidad en la Lógica de Múltiples Valores. In: ANDESCON 2008, 2008, Cusco. ANDESCON, 2008. 
"
2917,"
SANTOS, R.; AZEVEDO, R. ; OLIVEIRA, R. M. . A DAGs-Packing Heuristic for a High Performance Processor Architecture. In: XXXIX Simpósio Brasileiro de Pesquisa Operacional, 2007, Fortaleza. Anais do XXXIX Simpósio Brasileiro de Pesquisa Operacional, 2007. 
"
2918,"
SANTOS, R.. Ensino de Arquiteturas de Computadores no Curso de Sistemas de Informação da UCDB. In: II Workshop de Educação em Arquiteturas de Computadores, 2007, Gramado. Anais do VIII Workshop em Sistemas Computacionais de Alto Desempenho, 2007. 
"
2919,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . Exploiting Dynamic Reconfiguration Techniques: The 2D-VLIW Approach. In: International Workshop on Reconfigurable Architectures, 2006, Rhodes. Proceedings of the International Symposium on Parallel and Distributed Systems, 2006. 
"
2920,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . 2D-VLIW: An Architecture Based on the Geometry of the Computation. In: 17th IEEE International Conference on Application-specific Systems Architectures and Processors, 2006, SteamBoat Springs. Proceedings of the 17th IEEE International Conference on Application-specific Systems Architectures and Processors, 2006. 
"
2921,"
SANTOS, R. R.; RUCHSKYS, D. P. ; ROMERO, M. E. R. ; GONDA, L. ; CASTRO JUNIOR, A. A. . A New Implementation for Parallel Processing Based on CORBA Standard. In: International Conference on Parallel and Distributed Processing Techniques and Applications, 2004, Las Vegas. Distributed Applications. Las Vegas, 2004. 
"
2922,"
SANTOS, R. R.; CORTES, O. A. C. ; SANTANA, M. J. ; SANTANA, R. H. C. . Desenvolvimento de uma política de Escalonamento utilizando Lógica Nebulosa. In: I WPerformance, 2002, Florianópolis. Anais do XXII Congresso da Sociedade Brasileira de Computação, 2002. 
"
2923,"
SANTOS, R. R.; CORTES, O. A. C. ; SANTANA, M. J. ; SANTANA, R. H. C. . Modelagem e Implementação de uma Política de Escalonamento Utilizando Lógica Nebulosa. In: IV Workshop de Sistemas Distribuidos y Paralelismo, 2002, Copiapo. XXII Conferencia Internacional de la Sociedad Chilena de Ciencia de la Computación, 2002. 
"
2924,"
SANTOS, R. R.; SANTANA, M. J. ; SANTANA, R. H. C. ; SOUZA, P. S. L. . Performance Evaluation of Distributed Applications Development Tools from Interprocess Communication Point of View. In: Parallel and Distributed Techniques and Applications Conference, 2001, Las Vegas. Communication Tools, 2001. 
"
2925,"
SANTOS, R. R.; SANTANA, M. J. . Escalonamento de aplicações paralelas: interface AMIGO-CORBA. In: Workshop de Teses e Dissertações Defendidas, 2001, São Carlos. Teses e Dissertações Defendidas, 2001. 
"
2926,"
ALVES, H. H. ; ALVES, M. ; SANTOS, R. . Algoritmos para Dimensionamento e Empacotamento de Grafos Acíclicos Dirigidos. In: XLII Simpósio Brasileiro de Pesquisa Operacional, 2010, Bento Gonçalves. XLII Simpósio Brasileiro de Pesquisa Operacional, 2010. 
"
2927,"
MACHADO, T. W. ; PISTORI, H. ; SANTOS, R. . Algoritmo Paralelo para o Problema do Roteamento de Veículo com Janelas de Tempo Utilizando a Plataforma CUDA. In: WSCAD-WIC, 2010, Petropólis. Anais do Workshop de Iniciação Científica (WSCAD-WIC), 2010. 
"
2928,"
YONEHARA, F. P. ; SANTOS, R. . Simulação de Código x86 em Processadores Experimentais. In: WSCAD-WIC, 2010, Petropólis. Anais do Workshop de Iniciação Científica (WSCAD-WIC), 2010. 
"
2929,"
VITAL, P. R. P. ; SANTOS, R. R. . Avaliação de Desempenho dos Componentes de Políticas de Escalonamento de Processos em Ambientes Distribuídos. In: V Workshop de Sistemas Computacionais de Alto Desempenho (WSCAD), 2004, Foz do Iguaçu. V Workshop de Sistemas Computacionais de Alto Desempenho, 2004. 
"
2930,"
OLIVEIRA, R. M. ; SANTOS, R. ; AZEVEDO, R. . Integer Linear Formulation for the DAGs-Packing Problem. In: ALIO-INFORMS Joint International Meeting, 2010, Buenos Aires. ALIO-INFORMS Joint International Meeting - Book of Abstracts, 2010. p. 34-34. 
"
2931,"
INSFRAN, R. I. ; GONDA, L. ; SANTOS, R. . Montagem, Configuração e Caracterização de um Cluster para a UCDB. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. p. 11-11. 
"
2932,"
MACHADO, T. W. ; SANTOS, R. ; GONDA, L. . Pesquisa e Implementação de um Algoritmo Paralelo para o Problema da Árvore Geradora Mínima. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
2933,"
MORITA, R. H. ; GONDA, L. ; SANTOS, R. . Codificação de Programas: Técnicas e Algoritmos. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
2934,"
AVILA, K. A. ; SANTOS, R. . Desenvolvimento e Integração dos Algoritmos de Escalonamento de Instruções e Alocação de Registradores para o Processador 2D-VLIW. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
2935,"
YONEHARA, F. P. ; SANTOS, R. . Projeto, Modelagem e Simulaçao de Processadores de Alto Desempenho. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
2936,"
RECH, R. ; GONDA, L. ; SANTOS, R. . Pesquisa e Implementação de um Algoritmo Paralelo para o Problema de Roteamento de Veículos com Janelas de Tempo. In: XIII Encontro de Iniciação Científica da UCDB, 2009, Campo Grande. Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB, 2009. 
"
2937,"
ZUFFO, F. A. ; SANTOS, R. R. . Análise e Avaliação de Desempenho dos Mecanismos de Comunicação na Arquitetura CORBA. In: XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo, 2003, São Carlos. XI Simpósio Internacional de Iniciação Científica da Universidade de São Paulo, 2003. 
"
2938,"
QUINELATO, D. D. D. ; BATISTA, E. A. ; SANTOS, R. ; ALLATTA, E. F. ; BRITO, M. A. G. . PROJETO DE UM ESTIMADOR DE PERDAS POR SUJIDADE EM MÓDULOS FOTOVOLTAICOS UTILIZANDO MODELO PREDITIVO. REVISTA ELETRÔNICA DE POTÊNCIA, 2021. 
"
2939,"
RIBEIRO, K. G. ; SANTOS, R. ; SARAIVA, E. F. ; RAJAGOPAL, R. . A Statistical Methodology to Estimate Soiling Losses on Photovoltaic Solar Plants. JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME, 2021. 
"
2940,"
SANTOS, R.. Gerenciamento de Projetos de Pesquisa e Desenvolvimento Tecnológico: a experiência do LSCAD/FACOM/UFMS. 2013. (Apresentação de Trabalho/Seminário). 
"
2941,"
SILVA, L. C. ; SANTOS, R. . A Unified Technique for Instruction Scheduling and Register Allocation Based on Subgraph Isomorphism. 2012. (Apresentação de Trabalho/Congresso). 
"
2942,"
SANTOS, R.. Do Átomo ao Bit: desvendado o processo de fabricação de circuitos integrados. 2012. (Apresentação de Trabalho/Conferência ou palestra). 
"
2943,"
SANTOS, R.. Oportunidades em Engenharia de Computação. 2009. (Apresentação de Trabalho/Conferência ou palestra). 
"
2944,"
SANTOS, R.. Projetos de Pesquisa em Desenvolvimento no Grupo de Pesquisa em Engenharia e Computação. 2008. (Apresentação de Trabalho/Seminário). 
"
2945,"
SANTOS, R.. Arquiteturas de Alto Desempenho: o projeto 2D-VLIW. 2007. (Apresentação de Trabalho/Conferência ou palestra). 
"
2946,"
SANTOS, R.. Arquitetura de Processador Baseada na Geometria da Computação. 2007. (Apresentação de Trabalho/Conferência ou palestra). 
"
2947,"
MARKS, R. A. ; ARAUJO, F. O. ; SANTOS, R. . PBIW Instruction Encoding Technique on the r-Vex Processor: Design and First Results 2012 (Relatório Técnico). 
"
2948,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . A New Technique for Instruction Encoding in High Performance Architectures 2007 (Relatório Técnico). 
"
2949,"
SANTOS, R. R.; AZEVEDO, R. ; ARAUJO, G. C. S. . The 2D-VLIW Architecture 2006 (Relatório Técnico). 
"
2950,"
SANTOS, R. R.; TEIXEIRA, M. A. M. ; SANTANA, M. J. ; SANTANA, R. H. C. . Desenvolvimento de Aplicações Distribuídas Usando a Arquitetura CORBA.
							São Carlos:
									ICMC,  2002 (Notas Didáticas). 
"
2951,"
SANTOS, R. R.. Escalonamento de aplicações paralelas: interface AMIGO-CORBA.
							São Carlos 2001 (Dissertação de Mestrado). 
"
2952,"
SANTOS, R.. Consultor Ad hoc - Fundect - Edital de PIBIC-UEMS. 2013. 
"
2953,"
SANTOS, R.. Consultor Ad hoc - Fundect - Edital de PIBIC-UEMS. 2012. 
"
2954,"
SANTOS, R.. Consultor Ad hoc - UCDB - Edital Interno de Projetos de Pesquisa. 2012. 
"
2955,"
BATISTELLA, R. ; SANTOS, R. ; AZEVEDO, R. . PBIW: Ferramenta para Codificação de Instruções Baseada em Padrões. 2008. 
"
2956,"
OLIVEIRA, R. M. ; SANTOS, R. ; ARENALES, M. N. . Algoritmo para Roteamento de Veículos com Janelas de Tempo. 2008. 
"
2957,"
SANTOS, R.. ISI: Interface Snort IpTables - Ferramenta Computacional de Integração Firewall e IDS. 2008. 
"
2958,"
SANTOS, R.; AZEVEDO, R. ; AVILA, K. A. . Algoritmo para Escalonamento de Instruções e Alocação de Registradores Baseado em Isomorfismo de Subgrafos. 2007. 
"
2959,"
SANTOS, R. R.; CALÔNEGO JÚNIOR, N. . AETC - Uma ferramenta para auxílio à elaboração de textos científicos. 1999. 
"
2960,"
SANTOS, R.. Revisor Adhoc 23rd IEEE International Conference on Electronics, Circuits and Systems (ICECS). 2016. 
"
2961,"
SANTOS, R.. Revisor Adhoc WSCAD 2016. 2016. 
"
2962,"
SANTOS, R.. Revisor Ad Hoc CODES+ISSS 2014. 2014. 
"
2963,"
FERREIRA, R. A. ; SANTOS, R. . Avaliador in loco do Curso de Ciência da Computação da Universidade Estadual de Mato Grosso do Sul. 2013. 
"
2964,"
SANTOS, R.. Parecerista Ad Hoc da Fundect-MS. 2012. 
"
2965,"
SANTOS, R.. Parecerista Ad Hoc de Projetos da PROPP/UFMS. 2012. 
"
2966,"
SANTOS, R.. Parecerista Ad Hoc Induscon 2012. 2012. 
"
2967,"
SANTOS, R.. Consultor Ad Hoc do Edital PAPPE/FAPEMAT 008/2009. 2009. 
"
2968,"
GODOY, D. ; PISTORI, H. ; Silva, N. C. ; SANTOS, R. ; COELHO, A. E. L. . Organizador do Caderno de Resumos do XIII Encontro de Iniciação Científica da UCDB. 2009. 
"
2969,"
SANTOS, R.; COELHO, A. E. L. ; Brissov, M. L. M. A. ; Qui ; Silva, N. C. ; PISTORI, H. . Organizador do Caderno de Resumos do XII Encontro de Iniciação Científica da UCDB. 2008. 
"
2970,"
SANTOS, R.. Projeto de Circuitos Reconfiguráveis. 2013. (Curso de curta duração ministrado/Outra). 
"
2971,"
SANTOS, R.. Introdução à Computação Física. 2013. (Curso de curta duração ministrado/Outra). 
"
2972,"
 SANTOS, R.; Martins, E. M. ; ALVES, F. V. ; ARAUJO, F. O. ; BRESSAN, P. O. ; MARIN, C. ; MADDALENA, E. T. ; ANDRADE, J. P. G. ; GENTIL, G. F. ; CARROMEU, C. . EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS. 
						2016, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR10201600222, título: ""EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 20/01/2016
"
2973,"
 SANTOS, R.; BATISTA, E. A. ; QUINELATO, D. D. D. ; RIBEIRO, K. G. ; SOUZA, G. G. ; FAHED, V. ; ONO, I. ; PAES, P. M. V. ; FINELON, T. S. ; NAKA, M. H. ; PINHEIRO, C. G. ; ARAUJO, F. O. . SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS. 
						2020, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR1020200190555, título: ""SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 23/09/2020Instituição(ões) financiadora(s): CEC, CEM, CEP.
					
"
2974,"
PASQUALI, A. ; MIYAMOTO, E. ; Martins, E. M. ; SILVA FILHO, J. M. ; COSTA, L. C. M. ; ROMERO, M. E. R. ; SANTOS, R. . SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES. 2012. 
                Patente:
                Programa de Computador.
            Número do registro: 13135-2, título: ""SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2975,"
SANTOS, R.; CESSEL, L. ; WISNIEWSKI, V. L. . EDLS - Electronic Door Lock Software. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000618-5, data de registro: 
                    19/06/2015, título: ""EDLS - Electronic Door Lock Software"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2976,"
ANDRADE, O. S. C. ; MARKS, R. ; SANTOS, R. ; DEFALQUE, G. A. ; SOKEN, P. H. ; HAYASHI, C. . Raspberry-TV: Sistema de Sinalização Digital. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000408-5, data de registro: 
                    22/04/2015, título: ""Raspberry-TV: Sistema de Sinalização Digital"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2977,"
RIBEIRO, K. G. ; SARAIVA, E. F. ; SANTOS, R. . Sistema de Predição de Sujidade em Painéis Fotovoltaicos. 2019. 
                Patente:
                Programa de Computador.
            Número do registro: BR512019002272-6, data de registro: 
                    06/06/2019, título: ""Sistema de Predição de Sujidade em Painéis Fotovoltaicos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
