,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
2557,10º Congresso da SUCESU,19770.0,-,conferencia,-,world congress on biosensors,ieee world congress on services,congresso brasileiro de sistemas fuzzy,congresso de engenharia de audio da audio engineering society brasil.,59,67,56,69,,,,,nulo,nao_tem,-
2558,EDBT PhD Thesis Workshop,20040.0,-,conferencia,edbt,iberchip workshop,iberchip workshop,workshop of robotics in education,international workshop on querying graph structured data (edbt),59,65,60,70,,,,,nulo,nao_tem,-
2559,Workshop on LOng term Preservation for big Scientific data,20140.0,-,conferencia,-,siam workshop on combinatorial scientific computing,workshop on cloud networks,siam workshop on combinatorial scientific computing,siam workshop on combinatorial scientific computing,59,69,66,68,,,,,nulo,nao_tem,-
2560,Workshop on Tools and Technologies for Virtual Laboratories,20140.0,-,conferencia,-,workshop on new directions in geovisual analytics,workshop on spoken language technology,international workshop on collaborative virtual environments,international workshop on collaborative virtual environments,59,68,64,67,,,,,nulo,nao_tem,-
2561,Jornada de Computação,19930.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,seminario de computacao e mercado,seminario de computacao e mercado,59,76,67,76,,,,,nulo,nao_tem,-
2562,ALIO-INFORMS Joint International Meeting,20100.0,-,conferencia,-,ieee world forum on internet of things,international cad conference,international joint conference on automated reasoning,international i*workshop,59,69,67,70,,,,,nulo,nao_tem,-
2563,2012 IEEE Power &amp; Energy Society General Meeting. New Energy Horizons  Opportunities and Challenges,20120.0,-,conferencia,-,ieee power & energy society general meeting,ieee power & energy society general meeting,ieee power & energy society general meeting,ieee power & energy society general meeting,59,91,59,100,,A1,,A1,all,ieee power & energy society general meeting,A1
2564,"CAiSe - Workshop on Web Services, e-Business, and the Semantic Web (WES)",20030.0,-,conferencia,caise,international workshop on uncertainty reasoning for the semantic web,caise forum,international conference on semantic web and web services,international conference on semantic web and web services,59,73,63,69,,,,,nulo,nao_tem,-
2565,III Escola Regional da Sociedade Brasileira de Computação-São Paulo,19980.0,-,conferencia,-,simposio brasileiro de computacao musical,simposio brasileiro de computacao musical,simposio brasileiro de computacao ubiqua e pervasiva,simposio brasileiro de computacao musical,59,68,62,63,,,,,nulo,nao_tem,-
2566,I Workshop de Redes Peer-to-Peer,20050.0,-,conferencia,-,workshop de software livre,workshop de testes e tolerancia a falhas,workshop de gerencia e operacao de redes e servicos,workshop de gerencia e operacao de redes e servicos,59,66,67,77,,,,,nulo,nao_tem,-
2567,II Workshop de Sistemas Distribuídos Autonômicos,20120.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop de software livre,workshop on autonomic distributed systems,workshop on autonomic distributed systems,59,69,81,81,,,B4,B4,nulo,nao_tem,-
2568,II Encontro da Teoria da Computação,20170.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,seminario de computacao e mercado,seminario de computacao e mercado,59,63,62,62,,,,,nulo,nao_tem,-
2569,"Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",20190.0,-,conferencia,-,"international workshop on power and timing modeling, optimization and simulation","vision, modeling & visualization","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",59,66,65,65,,,,,nulo,nao_tem,-
2570,Encontro da Teoria da Computação,20210.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,59,66,65,65,,,,,nulo,nao_tem,-
2571,"XI Brazillian Symposium on Computer Graphics, Image Processing, and Vision (SIBGRAPI)",19980.0,-,conferencia,sibgrapi,"brazilian symposium on components, architectures and reuse software",pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,computer on the beach,59,73,65,69,,,,,nulo,nao_tem,-
2572,Proc. of XIII Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI),20000.0,-,conferencia,sibgrapi,international symposium on computer architecture and high performance computing workshop,pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,59,73,64,75,,,,,nulo,nao_tem,-
2573,Proc. of the XV Brazillian Symposium on Computer Graphics and Image Processing (SIBGRAPI),20020.0,-,conferencia,sibgrapi,international symposium on computer architecture and high performance computing workshop,brazilian symposium on programming languages,acm siggraph/eurographics symposium on computer animation,computer on the beach,59,73,63,83,,,,B3,nulo,nao_tem,-
2574,XX Concurso de Teses e Dissertações da SBC,20070.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,congresso internacional de design da informacao,congresso da associacao nacional de pesquisa e pos-graduacao em musica,59,62,49,50,,,,,nulo,nao_tem,-
2575,"Computational Modelling of Objects Represented in Images: Fundamentals, Methods and Applications",20140.0,-,conferencia,-,international conference on image processing theory tools and applications,"three-dimensional image processing, measurement and applications",international conference on computational science and its applications,international conference on computational science and its applications,59,62,63,63,,,,,nulo,nao_tem,-
2576,Computational Vision and Medical Image Processing (Vip Image 2015),20150.0,-,conferencia,-,international conference on digital image processing,international conference on digital image processing,"ieee symposium on computational intelligence for multimedia, signal and vision processing","ieee symposium on computational intelligence for multimedia, signal and vision processing",59,67,67,75,,,,,nulo,nao_tem,-
2577,2020 42nd Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC) in conjunction with the 43rd Annual Conference of the Canadian Medical and Biological Engineering Society,20200.0,-,conferencia,embc,annual international conference of the ieee engineering in medicine and biology society,annual international conference of the ieee engineering in medicine and biology society,annual international conference of the ieee engineering in medicine and biology society,annual international conference of the ieee engineering in medicine and biology society,59,100,59,100,,A2,,A2,all,annual international conference of the ieee engineering in medicine and biology society,A2
2578,IX Conferência Internacional de Tecnologia de Software (CITS): Qualidade de Software,19980.0,-,conferencia,cits,congresso internacional de ergonomia e usabilidade de interfaces humano computador,ieee conference on decision and control,international conference on software technologies,international conference on software technologies,59,64,68,75,,,,,nulo,nao_tem,-
2579,XI Conferência Internacional de Tecnologia de Software: Qualidade de Software (XI CITS),20000.0,-,conferencia,cits,congresso internacional de ergonomia e usabilidade de interfaces humano computador,workshop de software livre,international conference on software technologies,international conference on software technologies,59,65,66,75,,,,,nulo,nao_tem,-
2580,IX Simpósio de Computação Tolerante a Falhas (SCTF),20010.0,-,conferencia,-,simposio brasileiro de computacao aplicada a saude,simposio de mecanica computacional,simposio brasileiro de computacao musical,simposio brasileiro de computacao aplicada a saude,59,68,62,71,,,,,nulo,nao_tem,-
2581,Dependable Systems and Networks,20000.0,-,conferencia,networks,ieee international conference on dependable systems and networks workshops,annual ieee/ifip international conference on dependable systems and networks,networked systems design and implementation,annual ieee/ifip international conference on dependable systems and networks,59,100,70,100,,A2,,A2,partial set,annual ieee/ifip international conference on dependable systems and networks,A2
2582,the 30th Annual ACM Symposium,20150.0,-,conferencia,-,ieee haptics symposium,ieee computer society annual symposium on vlsi,annual acm symposium on theory of computing,annual symposium of the american medical informatics association,59,72,67,82,,,,A3,nulo,nao_tem,-
2583,TRIDENTCOM 2009 - The 5th International Conference on Testbeds and Research Infrastructures for the Development of Networks and Communities,20090.0,-,conferencia,networks,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,international conference on tests and proofs,international conference on the design of reliable communication networks,international cad conference,59,91,61,92,,B1,,B2,nulo,nao_tem,-
2584,III Simpósio Catarinense de Processamento Digital de Imagens,20030.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,digital heritage,simposio brasileiro de jogos e entretenimento digital,simposio brasileiro de telecomunicacoes e processamento de sinais,59,81,60,66,,B1,,,nulo,nao_tem,-
2585,"Workshop of Theses and Dissertations - XXIII Conference on Graphics, Patterns and Images (SIBGRAPI'2010)",20100.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",59,100,60,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2586,II Seminário de Inteligência Artificial Aplicada à Indústria do Petróleo,20200.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,aaai conference on artificial intelligence and interactive digital entertainment,encontro nacional de inteligencia artificial e computacional,59,63,59,65,,,,,nulo,nao_tem,-
2587,Wperformance,20060.0,-,conferencia,wperformance,high-performance graphics,latin american high performance computing conference,high-performance graphics,high-performance graphics,59,92,59,59,,nulo,,,nulo,nao_tem,-
2588,Communication Networks and Services Research Conference (CNSR 2009),20090.0,-,conferencia,networks,wireless on-demand network systems and services conference,agile conference,ieee conference on communications and network security,agile conference,59,75,71,77,,,,,sort,ieee conference on communications and network security,A3
2589,II Workshop de Sistemas Distribuídos Autonomico,20120.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop de software livre,workshop on autonomic distributed systems,workshop on autonomic distributed systems,59,69,82,82,,,B4,B4,nulo,nao_tem,-
2590,XIII Encontro Anual de Iniciação Científica - XIII EAIC,20040.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,59,62,55,57,,,,,nulo,nao_tem,-
